	04003186.kraken.report_bracken_species	04014599.kraken.report_bracken_species	04018722.kraken.report_bracken_species	04023356.kraken.report_bracken_species	04023518.kraken.report_bracken_species	04024973.kraken.report_bracken_species	04031150.kraken.report_bracken_species	04037900.kraken.report_bracken_species	04038716.kraken.report_bracken_species	04046046.kraken.report_bracken_species	04063256.kraken.report_bracken_species	04068115.kraken.report_bracken_species	04069861.kraken.report_bracken_species	04075146.kraken.report_bracken_species	04077278.kraken.report_bracken_species	04079838.kraken.report_bracken_species	04082908.kraken.report_bracken_species	04085946.kraken.report_bracken_species	04086520.kraken.report_bracken_species	04099876.kraken.report_bracken_species	04118811.kraken.report_bracken_species	04122111.kraken.report_bracken_species	04132471.kraken.report_bracken_species	04148641.kraken.report_bracken_species	04159942.kraken.report_bracken_species	04167474.kraken.report_bracken_species	04168812.kraken.report_bracken_species	04178089.kraken.report_bracken_species	04182411.kraken.report_bracken_species	04205458.kraken.report_bracken_species	04214331.kraken.report_bracken_species	04219292.kraken.report_bracken_species	04220119.kraken.report_bracken_species	04220600.kraken.report_bracken_species	04221556.kraken.report_bracken_species	04221943.kraken.report_bracken_species	04222003.kraken.report_bracken_species	04225155.kraken.report_bracken_species	04225432.kraken.report_bracken_species	04226995.kraken.report_bracken_species	04236917.kraken.report_bracken_species	04241347.kraken.report_bracken_species	04251349.kraken.report_bracken_species	04253668.kraken.report_bracken_species	04253936.kraken.report_bracken_species	04258894.kraken.report_bracken_species	04260238.kraken.report_bracken_species	04272955.kraken.report_bracken_species	04276274.kraken.report_bracken_species	04277092.kraken.report_bracken_species	04287603.kraken.report_bracken_species	04288878.kraken.report_bracken_species	04289518.kraken.report_bracken_species	04297512.kraken.report_bracken_species	04300201.kraken.report_bracken_species	04308139.kraken.report_bracken_species	04308973.kraken.report_bracken_species	04309311.kraken.report_bracken_species	04317291.kraken.report_bracken_species	04324931.kraken.report_bracken_species	04334129.kraken.report_bracken_species	04343001.kraken.report_bracken_species	04348603.kraken.report_bracken_species	04349732.kraken.report_bracken_species	04358531.kraken.report_bracken_species	04365141.kraken.report_bracken_species	04369157.kraken.report_bracken_species	04375131.kraken.report_bracken_species	04376417.kraken.report_bracken_species	04377895.kraken.report_bracken_species	04395079.kraken.report_bracken_species	04395966.kraken.report_bracken_species	04404154.kraken.report_bracken_species	04411609.kraken.report_bracken_species	04412786.kraken.report_bracken_species	04420190.kraken.report_bracken_species	04421441.kraken.report_bracken_species	04432209.kraken.report_bracken_species	04435618.kraken.report_bracken_species	04442713.kraken.report_bracken_species	04447772.kraken.report_bracken_species	04473311.kraken.report_bracken_species	04490447.kraken.report_bracken_species	04490971.kraken.report_bracken_species	04496787.kraken.report_bracken_species	04519622.kraken.report_bracken_species	04524799.kraken.report_bracken_species	04535549.kraken.report_bracken_species	04540284.kraken.report_bracken_species	04544177.kraken.report_bracken_species	04545616.kraken.report_bracken_species	04547392.kraken.report_bracken_species	04554614.kraken.report_bracken_species	04558599.kraken.report_bracken_species	04561334.kraken.report_bracken_species	04591234.kraken.report_bracken_species	04596228.kraken.report_bracken_species	04598494.kraken.report_bracken_species	04605581.kraken.report_bracken_species	04612165.kraken.report_bracken_species	04613195.kraken.report_bracken_species	04627490.kraken.report_bracken_species	04628434.kraken.report_bracken_species	04628962.kraken.report_bracken_species	04646821.kraken.report_bracken_species	04676011.kraken.report_bracken_species	04713011.kraken.report_bracken_species	04729044.kraken.report_bracken_species	04746461.kraken.report_bracken_species	04755264.kraken.report_bracken_species	04766112.kraken.report_bracken_species	04769418.kraken.report_bracken_species	04772056.kraken.report_bracken_species	04774937.kraken.report_bracken_species	04775318.kraken.report_bracken_species	04776184.kraken.report_bracken_species	04785218.kraken.report_bracken_species	04785256.kraken.report_bracken_species	04797503.kraken.report_bracken_species
656179	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	3	1	2	3	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	4	2	0	0	1	3	1	0	1	1	0	1	2	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3
445709	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	1	0	0	1	1	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	7	2	0	0	1	0	0	0	5	0	0	0	1	0	2	2	1	0	1	0	0	0	1	0	2	0	3	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	0	4	0	2	0	0	2	0	1	0	0	0	1	0	0	0	0	1
576610	2	0	0	4	3	2	2	0	0	1	1	0	0	1	1	0	2	1	2	1	0	0	3	2	0	4	3	0	5	1	0	0	2	1	3	4	1	1	1	0	1	3	3	1	0	0	2	1	1	0	1	0	0	1	5	0	3	0	4	0	1	2	2	4	3	2	1	0	1	4	1	1	4	0	0	0	2	0	1	1	1	2	0	0	0	6	2	2	1	2	6	2	0	0	1	3	5	2	2	0	1	0	1	1	4	1	4	3	0	0	0	1	0	1	0	3	0	0	5
576611	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	1	0	2	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	1	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
556053	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
412963	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	2	1	0	0	0
34073	3	1	0	5	3	9	4	0	0	1	1	0	5	0	6	0	0	1	3	2	2	0	1	3	0	8	1	4	5	0	3	1	1	3	1	3	3	4	1	1	0	6	3	2	4	4	5	0	4	7	1	0	0	2	4	3	0	0	3	0	3	7	0	4	7	2	7	9	2	6	1	2	12	0	5	6	5	2	9	1	3	0	2	0	9	5	1	2	0	7	5	1	1	3	4	3	7	3	0	2	1	0	1	1	4	0	0	6	3	7	0	0	0	7	2	15	1	0	8
2126319	0	0	0	2	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	4	3	2	0	3	0	0	1	0	1	0	2	0	0	0	0	1	0	2	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	1	3	0	0	1	0	2	2	1	3	0	0	0	0	0	1	4	0	0	0	0	4	0	1	0	1	3	9	0	0	0
1795631	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	1	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1
436515	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	3	0	0	2	3	0	0	1	0	0	0	0	0	0	0
1858609	1	0	0	0	0	1	7	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	4	5	3	3	0	3	0	1	0	0	3	0	0	0	0	0	1	2	0	2	0	0	1	4	0	0	2	0	0	0	0	1	0	2	1	0	4	2	0	0	1	0	3	1	2	0	0	0	1	0	0	0	0	0	0	8	0	0	1	0	0	2	1	0	2	0	0	0	0	4	3	0	1	0	0	0	0	4	0	0	1	2	1	0	0	0	0	0	0	0	0	9
1842533	0	0	0	0	2	4	2	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	3	2	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
553814	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	3	1	0	0	0	0	3	0	0	0	0	0	1	0	3	1	2	1	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0	2	2	0	2	0	0	0	2	0	0	0	0	0
80867	1	1	0	2	0	5	5	0	5	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	1	13	3	2	6	1	0	1	0	2	0	1	2	2	0	0	1	1	0	6	2	0	1	0	2	1	0	0	0	0	2	1	0	0	2	0	1	2	1	6	4	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	2	0	1	0	2	4	0	0	0	4	9	0	1	0	0	6	1	3	0	1	0	0	1	1	1	0	2	2	0	2	0	5	0	1	0	1	0	0	2
225992	3	1	0	3	3	1	5	0	0	0	0	0	3	0	2	0	1	0	1	0	0	0	112	6	0	2	3	1	3	0	0	0	2	2	0	5	0	2	0	0	0	0	0	2	0	1	4	0	3	3	2	0	0	0	4	1	0	0	0	0	7	3	1	2	1	4	0	1	0	6	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	1	0	4	2	4	0	0	1	10	4	4	1	0	2	0	0	4	0	1	0	0	0	0	4	0	1	0	1	2	0	2	0	7
1082851	0	1	0	1	2	1	0	0	0	0	0	0	0	3	0	0	0	3	0	3	1	0	0	1	0	1	2	1	2	0	0	0	0	1	0	1	0	2	0	0	0	5	0	0	0	3	0	0	1	1	1	0	0	1	2	2	0	0	1	1	0	1	0	1	2	0	1	0	1	1	3	0	0	0	1	1	4	0	1	0	1	0	1	0	0	8	0	0	0	0	2	0	0	1	0	0	1	2	0	0	1	0	1	0	1	0	0	3	0	1	0	0	0	1	1	0	1	0	5
285	0	0	0	2	10	4	0	1	0	2	0	0	5	1	1	1	3	2	0	0	0	2	2	4	0	4	4	0	19	0	2	0	2	1	5	2	0	4	2	0	0	1	4	1	3	0	2	0	2	2	5	0	0	8	3	2	1	0	1	0	7	6	4	4	2	4	1	3	3	5	40	0	1	0	4	4	4	0	8	0	3	0	3	0	2	7	4	0	2	2	5	0	1	0	2	2	13	4	0	2	1	0	1	0	0	0	7	3	2	9	0	1	0	1	0	1	0	0	9
225991	0	0	0	0	4	2	5	0	0	0	0	0	1	4	1	0	3	0	2	1	0	0	1	2	0	16	2	1	0	1	0	1	2	0	0	2	4	0	0	0	0	2	1	1	1	0	0	0	0	2	0	0	0	4	1	1	0	0	3	0	3	3	1	2	1	1	0	1	8	1	8	9	2	0	5	1	2	0	1	0	2	0	5	0	3	4	0	0	1	3	5	0	0	1	2	0	4	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	1	2	0	0	9
180282	1	0	0	2	10	2	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	8	4	3	6	0	3	1	0	2	0	5	0	1	0	0	0	4	0	2	0	0	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0	1	1	6	0	6	0	1	0	0	6	0	6	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	1	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0
80866	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	3	2	0	3	0	1	0	2	0	0	0	0	5
795665	0	0	0	0	1	4	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	6	2	0	3	1	0	1	0	1	0	4	0	0	0	3	0	1	0	2	0	1	3	0	2	1	0	0	0	4	0	1	0	0	1	0	3	3	0	3	4	0	0	5	3	3	1	0	0	0	1	0	1	0	3	0	2	0	0	3	1	4	0	0	1	0	4	0	0	1	1	2	3	0	0	0	0	0	0	0	1	0	1	3	0	2	0	2	0	4	0	2	0	0	2
1842537	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
1763535	0	1	1	1	0	2	3	0	1	0	1	0	0	1	0	0	0	1	2	0	0	0	1	0	0	1	1	1	8	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	1	4	0	1	0	1	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1842727	0	3	0	1	0	4	2	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	3	5	0	1	0	0	0	1	8	1	1	2	0	0	0	0	1	0	5	1	1	2	0	0	0	1	0	0	0	0	1	0	0	2	0	3	2	1	5	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	3	2	0	0	2	0	5	0	1	0	0	2	0	2	1	2	0	1	2	0	2	0	2	0	1	1	1	0	0	4
1484693	0	0	0	1	1	5	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	2	0	0	0	1	1	0	3	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	1	1	0	0	0	2	1	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	1	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	2	1	3	0	1	0	0	0	3	0	0	0	0	2
81479	0	0	1	1	0	1	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	1	2	0	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	3	1	4	0	0	0	1	4	0	2	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	2	0	0	0	0	2
2109914	2	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	4	0	1	1	0	0	0	1	0	0	0	0	1	1	0	2	1	0	2	2	1	0	0	1	0	1	0	0	1	0	3	1	0	0	1	0	1	2	1	0	0	1	0	0	2	0	0	0	5	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	1	12	0	0	0
1658672	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	1	2	0	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	5	0	1	1	2	0	2	0	0	4	3	22	0	0	0	1	0	0	0	0	2	0	1	0	2	12	0	0	0	2	12	0	0	1	2	0	2	3	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	12
2109913	1	1	0	2	1	2	0	0	1	3	0	0	1	1	0	0	1	0	2	0	0	0	2	3	1	3	3	2	0	1	2	0	4	3	0	0	1	1	0	0	0	3	0	6	2	1	2	0	1	3	0	0	0	1	2	0	0	0	0	0	2	1	1	5	3	0	1	2	7	2	1	2	0	0	0	1	0	0	2	0	1	0	1	0	0	3	0	2	0	3	6	0	0	3	0	0	2	6	0	1	0	0	1	0	1	0	0	1	0	4	0	1	0	2	0	0	0	0	0
179636	0	4	0	3	7	4	3	0	0	0	0	0	3	13	1	0	1	6	3	12	3	0	5	4	2	2	6	1	2	0	1	0	2	1	5	8	0	4	0	0	0	1	1	5	4	0	5	2	1	9	3	0	1	5	3	6	0	4	2	0	3	12	0	1	4	2	2	4	3	4	2	0	13	0	6	0	6	0	3	0	0	0	7	0	5	3	0	0	2	3	0	0	2	2	0	5	1	1	0	2	5	0	0	1	11	0	1	5	0	5	0	1	0	4	0	0	1	0	11
216465	2	0	0	3	7	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	2	0	2	1	0	3	0	0	1	0	4	0	1	0	1	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	6	0	0	0	0	2	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	2
296591	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0
1458426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1458425	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	3	0	1	1	1	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	6	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	9	4	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	4	2	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0
1678128	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	4	0	2	0	2	3	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	3	1	1	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
1678129	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2	0	0	4	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1844971	0	0	0	2	1	1	2	0	0	1	1	0	0	0	2	0	2	0	0	1	0	0	1	0	0	1	1	0	2	1	0	1	0	2	3	1	0	1	0	0	1	2	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	6	1	0	3	1	1	0	1	0	0	4	0	3	1	2	1	1	1	1	0	1	0	1	0	0	2	0	1	1	0	2	0	1	0	0	0	1	1	0	0	1	0	6	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
94132	0	0	1	7	7	3	13	0	0	1	0	0	0	12	4	0	2	0	4	3	0	0	1	2	1	17	3	2	5	1	3	0	1	4	7	6	2	0	0	0	0	2	4	2	1	0	2	1	1	2	1	0	0	0	0	1	0	0	0	0	10	2	0	5	1	11	3	5	2	10	8	20	4	0	4	1	1	0	3	0	3	0	2	0	2	5	2	0	2	7	20	1	0	1	2	8	8	1	2	0	5	0	4	1	0	0	2	7	1	2	0	0	0	0	2	0	0	0	20
2116657	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	3	0	1	0	0	1	0	2	0	1	0	5	0	0	0	1	0	2	4	3	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	1	2	0	0	0	2
2109915	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	2	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	4	0	3	2	3	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	2	2	0	0	2	0	0	0	0	0	5	0	0	4
1436290	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	3	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	4	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	2	0	0	2
364317	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	1	0	1	2	1	1	2	1	2	1	1	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	1	1	1	0	1	1	0	0	0	0	2	0	0	0	2	0	0	0	1	4	0	2	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	4	2	0	1	0	1	0	0	2	2	0	0	0
85698	3	1	0	10	4	6	12	1	1	2	1	0	3	3	0	0	1	2	1	2	4	2	10	7	3	7	4	13	4	5	2	2	5	5	10	5	2	4	3	2	3	10	4	3	5	0	10	1	1	11	7	0	0	27	5	3	0	0	5	0	11	9	7	6	8	0	9	9	9	5	9	4	15	3	6	2	5	3	4	0	0	0	5	1	11	12	0	8	4	11	5	0	0	6	6	3	8	7	0	5	2	0	1	0	7	1	7	2	0	14	1	6	0	3	2	11	2	0	17
1881016	1	0	0	1	22	2	12	1	0	0	0	0	0	6	0	0	4	0	6	1	0	0	0	4	0	15	6	0	4	0	0	0	2	0	2	3	0	1	0	0	0	1	0	3	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	10	1	1	6	1	14	2	1	7	6	19	16	3	0	0	0	0	0	4	0	4	0	1	0	0	1	0	0	0	5	23	0	0	0	0	3	5	2	0	0	3	0	3	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	21
1758194	0	0	0	6	1	1	0	0	2	3	1	0	11	0	0	0	0	0	1	1	0	0	1	1	1	3	0	1	1	0	1	0	10	3	11	20	0	8	0	1	0	0	4	1	4	2	0	1	0	3	5	0	0	1	0	2	2	0	3	0	3	8	1	2	2	32	2	1	0	0	3	0	0	0	0	0	4	0	16	0	1	0	0	0	2	5	0	0	1	2	11	0	0	6	1	2	4	3	0	1	0	0	1	0	0	0	5	1	0	2	0	0	0	4	1	2	0	1	2
2282475	0	0	0	1	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1
217203	2	1	0	1	1	2	2	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	1	7	0	2	5	0	3	2	1	1	1	2	1	2	0	2	0	1	3	2	2	2	1	0	3	0	1	1	1	1	0	1	0	4	0	0	2	0	2	1	2	4	1	1	2	1	3	1	2	0	7	0	0	3	0	1	2	0	2	0	0	0	0	7	0	1	0	3	8	1	1	1	2	1	1	3	0	0	0	0	0	0	2	0	1	6	0	5	0	0	0	4	2	1	0	0	3
217204	1	0	0	4	2	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2	0	1	0	0	1	1	0	0	1	0	1	0	2	0	2	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1	0	1	0	1	1	0	1	3	1	0	5	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	1	0	1	1	1	1	5	2	1	1	1	0	0	0	1	0	0	3	0	1	0	0	0	3	0	0	0	0	1
32002	2	1	0	4	4	5	5	0	0	1	0	0	2	0	2	0	1	0	1	2	0	0	4	5	0	4	3	2	6	0	0	2	3	1	0	4	3	3	0	0	1	1	1	8	1	0	3	1	5	1	3	0	0	0	0	3	0	0	0	0	3	1	1	0	0	0	3	1	1	2	2	0	4	0	3	1	1	0	2	0	4	0	0	0	2	25	10	0	0	4	12	0	0	3	3	3	7	2	0	0	0	0	0	0	3	1	2	2	4	4	0	0	0	4	1	23	0	0	5
1746199	0	0	0	5	0	4	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
